gene_name	gene_discription	foldchange_T24/T0	foldchange_T48/T0
TcIL3000.A.H_000023300.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000023400.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000023500.1	Endonuclease-reverse transcriptase, putative	NA	NA
TcIL3000.A.H_000024400.1	Endonuclease-reverse transcriptase, putative	NA	NA
TcIL3000.A.H_000024500.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000024600.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000024700.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000024800.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000025000.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000025100.1	expression site-associated gene 2 (ESAG2) protein, putative	NA	NA
TcIL3000.A.H_000025200.1	expression site-associated gene 2 (ESAG2) protein, putative	NA	NA
TcIL3000.A.H_000025300.1	hypothetical protein	NA	NA
TcIL3000.A.H_000025400.1	Reverse transcriptase (RNA-dependent DNA polymerase), putative	NA	NA
TcIL3000.A.H_000025500.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000025700.1	Retrotransposon hot spot protein, putative	0	0
TcIL3000.A.H_000025800.1	Retrotransposon hot spot protein, putative	0	0
TcIL3000.A.H_000026000.1	expression site-associated gene 2 (ESAG2) protein, putative	NA	NA
TcIL3000.A.H_000026100.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000026200.1	Endonuclease-reverse transcriptase, putative	NA	NA
TcIL3000.A.H_000026600.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000026700.1	expression site-associated gene 2 (ESAG2) protein, putative	NA	NA
TcIL3000.A.H_000026900.1	hypothetical protein, conserved	0	0
TcIL3000.A.H_000027000.1	variant surface glycoprotein (VSG, atypical), putative	0	0
TcIL3000.A.H_000027100.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000027200.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000027300.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000027400.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000027500.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000027600.1	expression site-associated gene (ESAG) protein, putative	NA	NA
TcIL3000.A.H_000027800.1	expression site-associated gene (ESAG) protein, putative	NA	NA
TcIL3000.A.H_000027900.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000028000.1	hypothetical protein, conserved	0	0
TcIL3000.A.H_000028500.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000028600.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000028700.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000028800.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000028900.1	expression site-associated gene (ESAG) protein, putative	NA	NA
TcIL3000.A.H_000029000.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000029100.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000029200.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000029300.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000029400.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000029800.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000029900.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000030000.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000030100.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000030200.1	hypothetical protein	NA	NA
TcIL3000.A.H_000030400.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000030600.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000030800.1	hypothetical protein	NA	NA
TcIL3000.A.H_000031000.1	hypothetical protein, conserved	0	0
TcIL3000.A.H_000031100.1	hypothetical protein, conserved	0	0
TcIL3000.A.H_000031300.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000031400.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000031800.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000031900.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000032000.1	Endonuclease-reverse transcriptase, putative	NA	NA
TcIL3000.A.H_000032100.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000032200.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000032600.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000032700.1	Endonuclease-reverse transcriptase, putative	NA	NA
TcIL3000.A.H_000033300.1	Endonuclease-reverse transcriptase, putative	NA	NA
TcIL3000.A.H_000033400.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000033500.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000033600.1	hypothetical protein, conserved	0	0
TcIL3000.A.H_000033700.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000033800.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000033900.1	Retrotransposon hot spot protein, putative	NA	NA
TcIL3000.A.H_000034000.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000034100.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000034200.1	Retrotransposon hot spot protein, putative	NA	NA
TcIL3000.A.H_000034300.1	C2H2-type zinc finger/Zinc finger, C2H2 type/Zinc-finger double domain containing protein, putative	NA	NA
TcIL3000.A.H_000034400.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000034500.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000034600.1	Retrotransposon hot spot protein, putative	NA	NA
TcIL3000.A.H_000034700.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000034800.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000035100.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000035200.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000035400.1	Endonuclease-reverse transcriptase, putative	NA	NA
TcIL3000.A.H_000035700.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000037600.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000037800.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000038000.1	Endonuclease/Exonuclease/phosphatase family/Endonuclease-reverse transcriptase, putative	NA	NA
TcIL3000.A.H_000038100.1	RNase H, putative	0	0
TcIL3000.A.H_000038400.1	Trypanosomal VSG domain containing protein, putative	0	0
TcIL3000.A.H_000038500.1	Trypanosomal VSG domain containing protein, putative	0	0
TcIL3000.A.H_000038600.1	Trypanosomal VSG domain containing protein, putative	0	0
TcIL3000.A.H_000038700.1	expression site-associated gene (ESAG) protein, putative	NA	NA
TcIL3000.A.H_000039100.1	Endonuclease-reverse transcriptase, putative	NA	NA
TcIL3000.A.H_000039200.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000039500.1	Retrotransposon hot spot protein, putative	NA	NA
TcIL3000.A.H_000039800.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000039900.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000040100.1	Trypanosomal VSG domain containing protein, putative	0	0
TcIL3000.A.H_000040200.1	expression site-associated gene (ESAG) protein, putative	NA	NA
TcIL3000.A.H_000040300.1	expression site-associated gene (ESAG) protein, putative	NA	NA
TcIL3000.A.H_000040400.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000042900.1	SLACS reverse transcriptase, putative	NA	NA
TcIL3000.A.H_000043200.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000043300.1	hypothetical protein, conserved	0	0
TcIL3000.A.H_000043400.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000043700.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000044300.1	SLACS reverse transcriptase, putative	NA	NA
TcIL3000.A.H_000045600.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000045700.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000046500.1	hypothetical protein, conserved	0	0
TcIL3000.A.H_000049300.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000049400:rRNA	unspecified product	NA	NA
TcIL3000.A.H_000049500.1	SLACS reverse transcriptase, putative	0	0
TcIL3000.A.H_000049600.1	hypothetical protein	NA	NA
TcIL3000.A.H_000049700.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000049800.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000049900.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000050000.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000050400.1	hypothetical protein, conserved	0	0
TcIL3000.A.H_000050600.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000050700.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000051000.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000051100.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000051200.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000051400.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000051600.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000051700.1	hypothetical protein, conserved	0	0
TcIL3000.A.H_000051900.1	variant surface glycoprotein (VSG, atypical), putative	0	0
TcIL3000.A.H_000052000.1	Trypanosomal VSG domain containing protein, putative	0	0
TcIL3000.A.H_000052100.1	Trypanosomal VSG domain containing protein, putative	0	0
TcIL3000.A.H_000052200.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000052300.1	Reverse transcriptase (RNA-dependent DNA polymerase), putative	NA	NA
TcIL3000.A.H_000052500.1	hypothetical protein, conserved	0	0
TcIL3000.A.H_000052600.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000052700.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000052800.1	expression site-associated gene (ESAG) protein, putative	NA	NA
TcIL3000.A.H_000052900.1	expression site-associated gene (ESAG) protein, putative	NA	NA
TcIL3000.A.H_000053000.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000053100.1	variant surface glycoprotein (VSG, atypical), putative	0	0
TcIL3000.A.H_000053200.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000053300.1	expression site-associated gene (ESAG) protein, putative	NA	NA
TcIL3000.A.H_000053600.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000053700.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000054000.1	hypothetical protein, conserved	0	0
TcIL3000.A.H_000054100.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000054500.1	Retrotransposon hot spot protein, putative	NA	NA
TcIL3000.A.H_000054700.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000054800.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000054900.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000055000.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000055300.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000055500.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000055600.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000055700.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000055800.1	Endonuclease-reverse transcriptase, putative	NA	NA
TcIL3000.A.H_000055900.1	hypothetical protein	NA	NA
TcIL3000.A.H_000056000.1	SecA DEAD-like domain/TPR repeat/Tetratricopeptide repeat, putative	NA	NA
TcIL3000.A.H_000056100.1	hypothetical protein	NA	NA
TcIL3000.A.H_000056200.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000056300.1	SecA DEAD-like domain containing protein, putative	NA	NA
TcIL3000.A.H_000056400.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000056500.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000056600.1	SecA DEAD-like domain containing protein, putative	NA	NA
TcIL3000.A.H_000056700.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000056800.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000056900.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000057000.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000057200.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000057300.1	expression site-associated gene 2 (ESAG2) protein, putative	NA	NA
TcIL3000.A.H_000057500.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000057600.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000057700.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000057800.1	expression site-associated gene (ESAG) protein, putative	NA	NA
TcIL3000.A.H_000057900.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000058000.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000058100.1	variant surface glycoprotein (VSG, atypical), putative	0	0
TcIL3000.A.H_000058200.1	variant surface glycoprotein (VSG, atypical), putative	0	0
TcIL3000.A.H_000058300.1	expression site-associated gene (ESAG) protein, putative	0	0
TcIL3000.A.H_000058500.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000058600.1	expression site-associated gene (ESAG) protein, putative	NA	NA
TcIL3000.A.H_000058700.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000058800.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000058900.1	variant surface glycoprotein (VSG, atypical), putative	0	0
TcIL3000.A.H_000059000.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000059100.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000059400.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000059500.1	hypothetical protein, conserved	0	0
TcIL3000.A.H_000059600.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000059700.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000059800.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000059900.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000060000.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000060500.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000060600.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000060700.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000060800.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000063100.1	AAA domain containing protein, putative	0	0
TcIL3000.A.H_000063200.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000063300.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000063700.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000064200.1	Adenylate and Guanylate cyclase catalytic domain containing protein, putative	NA	NA
TcIL3000.A.H_000064300.1	hypothetical protein	NA	NA
TcIL3000.A.H_000064500.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000064800.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000064900.1	expression site-associated gene (ESAG) protein, putative	NA	NA
TcIL3000.A.H_000065000.1	Endonuclease-reverse transcriptase, putative	NA	NA
TcIL3000.A.H_000065100.1	Endonuclease-reverse transcriptase, putative	NA	NA
TcIL3000.A.H_000065200.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000065700.1	hypothetical protein, conserved	0	0
TcIL3000.A.H_000066000.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000066100.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000066200.1	expression site-associated gene (ESAG) protein, putative	NA	NA
TcIL3000.A.H_000066300.1	expression site-associated gene (ESAG) protein, putative	NA	NA
TcIL3000.A.H_000066400.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000066500.1	expression site-associated gene (ESAG) protein, putative	0	0
TcIL3000.A.H_000066600.1	variant surface glycoprotein (VSG, atypical), putative	0	0
TcIL3000.A.H_000066700.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000066800.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000066900.1	variant surface glycoprotein (VSG, atypical), putative	0	0
TcIL3000.A.H_000067000.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000067500.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000067700.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000067800.1	expression site-associated gene (ESAG) protein, putative	NA	NA
TcIL3000.A.H_000067900.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000068000.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000068100.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000068200.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000068300.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000068400.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000068500.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000068600.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000068700.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000068800.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000068900.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000069000.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000069100.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000069200.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000069300.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000069400.1	variant surface glycoprotein (VSG, atypical), putative	0	0
TcIL3000.A.H_000069500.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000069600.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000069700.1	variant surface glycoprotein (VSG, atypical), putative	0	0
TcIL3000.A.H_000069800.1	expression site-associated gene (ESAG) protein, putative	NA	NA
TcIL3000.A.H_000069900.1	expression site-associated gene (ESAG) protein, putative	0	0
TcIL3000.A.H_000070000.1	expression site-associated gene (ESAG) protein, putative	NA	NA
TcIL3000.A.H_000070100.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000070200.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000070800.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000071100.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000071200.1	expression site-associated gene (ESAG) protein, putative	NA	NA
TcIL3000.A.H_000071300.1	expression site-associated gene (ESAG) protein, putative	NA	NA
TcIL3000.A.H_000071400.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000071500.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000071700.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000071800.1	Endonuclease-reverse transcriptase, putative	NA	NA
TcIL3000.A.H_000072100.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000072200.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000072300.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000072600.1	Reverse transcriptase (RNA-dependent DNA polymerase), putative	NA	NA
TcIL3000.A.H_000073700.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000073800.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000073900.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000074000.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000074100.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000074200.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000074300.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000074400.1	expression site-associated gene (ESAG) protein, putative	NA	NA
TcIL3000.A.H_000074500.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000074600.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000074700.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000074800.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000074900.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000075000.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000075100.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000075200.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000075300.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000075400.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000075500.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000075800.1	expression site-associated gene 2 (ESAG2) protein, putative	NA	NA
TcIL3000.A.H_000075900.1	expression site-associated gene 2 (ESAG2) protein, putative	NA	NA
TcIL3000.A.H_000076300.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000076400.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000076500.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000076600.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000076700.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000076800.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000077200.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000077300.1	hypothetical protein	NA	NA
TcIL3000.A.H_000077400.1	Zinc finger, C2H2 type/C2H2-type zinc finger containing protein, putative	NA	NA
TcIL3000.A.H_000077500.1	hypothetical protein, conserved	0	0
TcIL3000.A.H_000077600.1	cysteine peptidase C (CPC)	NA	NA
TcIL3000.A.H_000077700.1	Endonuclease-reverse transcriptase, putative	NA	NA
TcIL3000.A.H_000077800.1	Endonuclease-reverse transcriptase, putative	NA	NA
TcIL3000.A.H_000077900.1	Endonuclease-reverse transcriptase, putative	NA	NA
TcIL3000.A.H_000078100.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000078200.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000078300.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000078400.1	C2H2-type zinc finger/Zinc finger, C2H2 type/C2H2 type zinc-finger (2 copies), putative	NA	NA
TcIL3000.A.H_000078500.1	Invariant surface glycoprotein, putative	NA	NA
TcIL3000.A.H_000078600.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000078700.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000078800.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000078900.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000079000.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000079100.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000079200.1	expression site-associated gene (ESAG) protein, putative	NA	NA
TcIL3000.A.H_000079300.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000079400.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000079500.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000079600.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000079700.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000079800.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000079900.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000080000.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000080100.1	expression site-associated gene (ESAG) protein, putative	NA	NA
TcIL3000.A.H_000080200.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000080300.1	hypothetical protein, conserved	0	0
TcIL3000.A.H_000080600.1	Endonuclease-reverse transcriptase, putative	NA	NA
TcIL3000.A.H_000080700.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000080800.1	SecA DEAD-like domain/DEAD/DEAH box helicase, putative	0	0
TcIL3000.A.H_000080900.1	hypothetical protein	NA	NA
TcIL3000.A.H_000081000.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000081100.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000081200.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000081300.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000081400.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000081500.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000081600.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000081700.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000081900.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000082000.1	expression site-associated gene (ESAG) protein, putative	NA	NA
TcIL3000.A.H_000082200.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000082300.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000082400.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000082500.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000082600.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000082700.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000082900.1	Endonuclease-reverse transcriptase, putative	NA	NA
TcIL3000.A.H_000083000.1	Endonuclease-reverse transcriptase, putative	0	0
TcIL3000.A.H_000083100.1	Endonuclease-reverse transcriptase, putative	NA	NA
TcIL3000.A.H_000083200.1	Endonuclease-reverse transcriptase, putative	NA	NA
TcIL3000.A.H_000083300.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000083400.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000083500.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000083600.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000083700.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000083800.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000083900.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000084000.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000084100.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000084200.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000084300.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000084400.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000084500.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000084600.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000084700.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000085100.1	hypothetical protein, conserved	0	0
